ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10175,0.21978021978021983,1.0,1,0.22507347064519617,2003-11-06,SHIPPED,4,11,2003,Trucks and Buses,118,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,CA,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10184,0.3406593406593407,1.0,6,0.29660965231859904,2003-11-14,SHIPPED,4,11,2003,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,CA,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10195,0.4725274725274726,1.0,6,0.4384585465274873,2003-11-25,SHIPPED,4,11,2003,Trucks and Buses,118,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,EMEA,Frick,Steve,Medium
10207,0.3076923076923077,0.9937089715536105,7,0.21338875217176803,2003-12-09,SHIPPED,4,12,2003,Trucks and Buses,118,S12_4473,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,EMEA,Franco,Valarie,Medium
10219,0.46153846153846156,1.0,2,0.3242156452586527,2004-02-10,SHIPPED,1,2,2004,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,EMEA,Taylor,Sue,Medium
10229,0.3296703296703297,1.0,1,0.29703169035054894,2004-03-11,SHIPPED,1,3,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10246,0.43956043956043966,1.0,5,0.337301765280681,2004-05-05,SHIPPED,2,5,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10259,0.43956043956043966,1.0,4,0.445497905617885,2004-06-15,SHIPPED,2,6,2004,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,0.27472527472527475,0.9612964989059081,5,0.18603054114245843,2004-07-20,SHIPPED,3,7,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10281,0.38461538461538464,1.0,1,0.35035406343952175,2004-08-19,SHIPPED,3,8,2004,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,EMEA,Yu,Kyung,Medium
10292,0.16483516483516486,1.0,8,0.12740107656461042,2004-09-08,SHIPPED,3,9,2004,Trucks and Buses,118,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,EMEA,Yu,Kwai,Small
10305,0.3516483516483517,1.0,5,0.315502839198363,2004-10-13,SHIPPED,4,10,2004,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,EMEA,Hernandez,Marta,Medium
10314,0.4285714285714286,1.0,14,0.41935948743701595,2004-10-22,SHIPPED,4,10,2004,Trucks and Buses,118,S12_4473,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Medium
10324,0.21978021978021983,0.4307986870897156,7,0.07615433651430409,2004-11-05,SHIPPED,4,11,2004,Trucks and Buses,118,S12_4473,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,EMEA,Frick,Michael,Small
10336,0.3516483516483517,1.0,3,0.4331014575017261,2004-11-20,SHIPPED,4,11,2004,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,CA,75012,France,EMEA,Bertrand,Marie,Medium
10349,0.46153846153846156,1.0,9,0.34930852671228696,2004-12-01,SHIPPED,4,12,2004,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Medium
10358,0.39560439560439564,0.5098468271334792,9,0.16268242667456823,2004-12-10,SHIPPED,4,12,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10371,0.4725274725274726,0.12076039387308535,4,0.09320570236613343,2005-01-23,SHIPPED,1,1,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10382,0.28571428571428575,0.5429431072210066,13,0.12120211724863553,2005-02-17,SHIPPED,1,2,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10412,0.5274725274725275,1.0,5,0.4021279834008178,2005-05-03,SHIPPED,2,5,2005,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10425,0.29670329670329676,1.0,4,0.3095781310773661,2005-05-31,IN PROCESS,2,5,2005,Trucks and Buses,118,S12_4473,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,CA,44000,France,EMEA,Labrune,Janine,Medium
10108,0.3296703296703297,1.0,3,0.23887867288890913,2003-03-03,SHIPPED,1,3,2003,Classic Cars,115,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,CA,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,0.15384615384615385,1.0,7,0.1220432522809538,2003-05-08,SHIPPED,2,5,2003,Classic Cars,115,S12_4675,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,CA,13008,France,EMEA,Lebihan,Laurence,Small
10135,0.2527472527472528,0.9711433260393874,4,0.17327675768914325,2003-07-02,SHIPPED,3,7,2003,Classic Cars,115,S12_4675,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10147,0.29670329670329676,0.9711433260393874,4,0.2020665158407637,2003-09-05,SHIPPED,3,9,2003,Classic Cars,115,S12_4675,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,EMEA,Nelson,Allen,Medium
10160,0.4835164835164836,1.0,5,0.3455616524774147,2003-10-11,SHIPPED,4,10,2003,Classic Cars,115,S12_4675,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,28034,USA,EMEA,Chandler,Michael,Medium
10170,0.38461538461538464,1.0,3,0.28741010553156576,2003-11-04,SHIPPED,4,11,2003,Classic Cars,115,S12_4675,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium
10181,0.3296703296703297,1.0,11,0.29374949910555875,2003-11-12,SHIPPED,4,11,2003,Classic Cars,115,S12_4675,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,0.23076923076923078,1.0,16,0.2251675836558052,2003-11-20,SHIPPED,4,11,2003,Classic Cars,115,S12_4675,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,EMEA,Young,Valarie,Medium
10203,0.4505494505494506,1.0,5,0.3465799846625203,2003-12-02,SHIPPED,4,12,2003,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10212,0.29670329670329676,1.0,15,0.2719211627074254,2004-01-16,SHIPPED,1,1,2004,Classic Cars,115,S12_4675,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10225,0.16483516483516486,1.0,6,0.16192584630021903,2004-02-22,SHIPPED,1,2,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small
10239,0.16483516483516486,0.9080962800875274,5,0.10857920970069856,2004-04-12,SHIPPED,2,4,2004,Classic Cars,115,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10253,0.38461538461538464,1.0,10,0.32560454742303135,2004-06-01,CANCELLED,2,6,2004,Classic Cars,115,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,0.3736263736263737,1.0,11,0.29309364906287705,2004-07-06,SHIPPED,3,7,2004,Classic Cars,115,S12_4675,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Medium
10277,0.2417582417582418,1.0,1,0.19453085767098238,2004-08-04,SHIPPED,3,8,2004,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium
10287,0.18681318681318687,1.0,9,0.16124205645751277,2004-08-30,SHIPPED,3,8,2004,Classic Cars,115,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Small
10300,0.18681318681318687,1.0,2,0.170982753055548,2003-10-04,SHIPPED,4,10,2003,Classic Cars,115,S12_4675,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,CA,60528,Germany,EMEA,Keitel,Roland,Small
10310,0.20879120879120883,1.0,7,0.14871473243597558,2004-10-16,SHIPPED,4,10,2004,Classic Cars,115,S12_4675,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10321,0.19780219780219782,1.0,15,0.18401666976700412,2004-11-04,SHIPPED,4,11,2004,Classic Cars,115,S12_4675,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,EMEA,Benitez,Violeta,Small
10329,0.3626373626373627,0.5177789934354485,15,0.150193336063591,2004-11-15,SHIPPED,4,11,2004,Classic Cars,115,S12_4675,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,EMEA,Yu,Kwai,Small
10341,0.5384615384615385,0.6608315098468271,7,0.26865367662034295,2004-11-24,SHIPPED,4,11,2004,Classic Cars,115,S12_4675,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium
10363,0.43956043956043966,0.8420404814004376,6,0.2637053909844147,2005-01-06,SHIPPED,1,1,2005,Classic Cars,115,S12_4675,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10377,0.4835164835164836,1.0,1,0.3455616524774147,2005-02-09,SHIPPED,1,2,2005,Classic Cars,115,S12_4675,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Medium
10389,0.4505494505494506,1.0,8,0.35010481101298685,2005-03-03,SHIPPED,1,3,2005,Classic Cars,115,S12_4675,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10419,0.28571428571428575,1.0,10,0.2463488931060014,2005-05-17,SHIPPED,2,5,2005,Classic Cars,115,S12_4675,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium
10103,0.3186813186813187,1.0,10,0.2527721060800681,2003-01-29,SHIPPED,1,1,2003,Trucks and Buses,116,S18_1097,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,0.4725274725274726,1.0,4,0.3260523194813197,2003-03-26,SHIPPED,1,3,2003,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10126,0.3516483516483517,1.0,10,0.2481399813391546,2003-05-28,SHIPPED,2,5,2003,Trucks and Buses,116,S18_1097,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,CA,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140,0.28571428571428575,1.0,10,0.27199468849696373,2003-07-24,SHIPPED,3,7,2003,Trucks and Buses,116,S18_1097,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,EMEA,Hirano,Juri,Medium
10150,0.3076923076923077,1.0,7,0.3057842003371893,2003-09-19,SHIPPED,3,9,2003,Trucks and Buses,116,S18_1097,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium
10164,0.3296703296703297,0.9886487964989059,8,0.22704690283640439,2003-10-21,RESOLVED,4,10,2003,Trucks and Buses,116,S18_1097,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,CA,8010,Austria,EMEA,Mendel,Roland,Medium
10174,0.46153846153846156,0.9089168490153172,3,0.29397007647417367,2003-11-06,SHIPPED,4,11,2003,Trucks and Buses,116,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10183,0.16483516483516486,0.9567833698030634,7,0.11407599772658258,2003-11-13,SHIPPED,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,EMEA,Cervantes,Francisca,Small
10194,0.16483516483516486,0.9089168490153172,10,0.10867185219551684,2003-11-25,SHIPPED,4,11,2003,Trucks and Buses,116,S18_1097,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,CA,69004,France,EMEA,Saveley,Mary,Small
10206,0.3076923076923077,1.0,5,0.25621164251467027,2003-12-05,SHIPPED,4,12,2003,Trucks and Buses,116,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,EMEA,Tannamuri,Yoshi,Medium
10215,0.43956043956043966,1.0,2,0.34335587879126545,2004-01-29,SHIPPED,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,EMEA,Thompson,Steve,Medium
10228,0.28571428571428575,1.0,1,0.2115976639386148,2004-03-10,SHIPPED,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,EMEA,Tseng,Kyung,Medium
10245,0.2527472527472528,1.0,8,0.21828851078660094,2004-05-04,SHIPPED,2,5,2004,Trucks and Buses,116,S18_1097,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,EMEA,Murphy,Leslie,Medium
10258,0.38461538461538464,1.0,5,0.3654871414422966,2004-06-15,SHIPPED,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10270,0.40659340659340665,0.9567833698030634,8,0.27072122182216024,2004-07-19,SHIPPED,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10280,0.19780219780219782,1.0,1,0.17042910386032453,2004-08-17,SHIPPED,3,8,2004,Trucks and Buses,116,S18_1097,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,CA,10100,Italy,EMEA,Accorti,Paolo,Small
10291,0.38461538461538464,1.0,10,0.3092355008981175,2004-09-08,SHIPPED,3,9,2004,Trucks and Buses,116,S18_1097,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10304,0.43956043956043966,0.9726477024070022,5,0.2960052703285941,2004-10-11,SHIPPED,4,10,2004,Trucks and Buses,116,S18_1097,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,CA,78000,France,EMEA,Tonini,Daniel,Medium
10312,0.28571428571428575,1.0,2,0.27199468849696373,2004-10-21,SHIPPED,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10322,0.17582417582417587,1.0,10,0.13006050437221106,2004-11-04,SHIPPED,4,11,2004,Trucks and Buses,116,S18_1097,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,EMEA,Young,Valarie,Small
10333,0.2527472527472528,0.18285010940919033,7,0.05037398892848661,2004-11-18,SHIPPED,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,28034,USA,EMEA,Murphy,Julie,Small
10347,0.39560439560439564,0.3107221006564551,5,0.11771993585610119,2004-11-29,SHIPPED,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10357,0.3626373626373627,0.9726477024070022,1,0.2455665787053138,2004-12-10,SHIPPED,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10370,0.23076923076923078,1.0,1,0.2521464016110971,2005-01-20,SHIPPED,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10381,0.46153846153846156,0.9726477024070022,2,0.3104163250781028,2005-02-17,SHIPPED,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,28034,USA,EMEA,Brown,Julie,Medium
10391,0.2527472527472528,0.7962253829321662,10,0.14600530709148887,2005-03-09,SHIPPED,1,3,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10411,0.23076923076923078,1.0,8,0.2007893728764833,2005-05-01,SHIPPED,2,5,2005,Trucks and Buses,116,S18_1097,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,EMEA,Fresnisre,Jean,Medium
10424,0.5274725274725275,1.0,5,0.4926132315540337,2005-05-31,IN PROCESS,2,5,2005,Trucks and Buses,116,S18_1097,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Large
10109,0.21978021978021983,1.0,4,0.2865336781202691,2003-03-10,SHIPPED,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,EMEA,Hernandez,Rosa,Medium
10122,0.3076923076923077,1.0,2,0.33253288257122626,2003-05-08,SHIPPED,2,5,2003,Classic Cars,141,S18_1129,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,CA,13008,France,EMEA,Lebihan,Laurence,Medium
10136,0.20879120879120883,1.0,2,0.23253413250964844,2003-07-04,SHIPPED,3,7,2003,Classic Cars,141,S18_1129,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,CA,31000,France,EMEA,Roulet,Annette,Medium
10148,0.18681318681318687,1.0,13,0.16322063545398866,2003-09-11,SHIPPED,3,9,2003,Classic Cars,141,S18_1129,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,0.2417582417582418,1.0,12,0.24136678560688557,2003-10-17,SHIPPED,4,10,2003,Classic Cars,141,S18_1129,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Medium
10171,0.3186813186813187,1.0,2,0.2960052703285941,2003-11-05,SHIPPED,4,11,2003,Classic Cars,141,S18_1129,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,EMEA,Fresnisre,Jean,Medium
10181,0.41758241758241765,1.0,6,0.3629255029347819,2003-11-12,SHIPPED,4,11,2003,Classic Cars,141,S18_1129,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,0.17582417582417587,1.0,11,0.2072346435874115,2003-11-20,SHIPPED,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,EMEA,Young,Valarie,Medium
10204,0.39560439560439564,1.0,17,0.41911685233153956,2003-12-02,SHIPPED,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Medium
10212,0.2527472527472528,1.0,10,0.27238363992362136,2004-01-16,SHIPPED,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10225,0.28571428571428575,1.0,1,0.29756989912996934,2004-02-22,SHIPPED,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium
10240,0.38461538461538464,1.0,3,0.3784195925641899,2004-04-13,SHIPPED,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10253,0.21978021978021983,1.0,5,0.18913406471887048,2004-06-01,CANCELLED,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,0.16483516483516486,1.0,6,0.1503146536163292,2004-07-06,SHIPPED,3,7,2004,Classic Cars,141,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,0.3076923076923077,1.0,6,0.30775910304418824,2004-08-06,SHIPPED,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,EMEA,King,Sue,Medium
10287,0.38461538461538464,1.0,4,0.4424186455520206,2004-08-30,SHIPPED,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium
10301,0.3406593406593407,1.0,8,0.3996604579039121,2003-10-05,SHIPPED,4,10,2003,Classic Cars,141,S18_1129,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,CA,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10310,0.3406593406593407,1.0,2,0.42275711417158124,2004-10-16,SHIPPED,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10321,0.38461538461538464,1.0,10,0.3912314613912403,2004-11-04,SHIPPED,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,EMEA,Benitez,Violeta,Medium
10331,0.43956043956043966,1.0,6,0.43761741149516903,2004-11-17,SHIPPED,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,EMEA,Hernandez,Rosa,Medium
10342,0.3736263736263737,1.0,2,0.43911586708595973,2004-11-24,SHIPPED,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,0.40659340659340665,0.9671772428884025,8,0.2731240446242722,2004-12-09,SHIPPED,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Medium
10365,0.2637362637362638,0.8230306345733043,1,0.15658566820605163,2005-01-07,SHIPPED,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,EMEA,Tam,Wing C,Small
10377,0.3186813186813187,1.0,2,0.3979892167077063,2005-02-09,SHIPPED,1,2,2005,Classic Cars,141,S18_1129,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Medium
10390,0.3296703296703297,0.9147975929978118,14,0.212753489350157,2005-03-04,SHIPPED,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10419,0.3516483516483517,1.0,5,0.29278778177839765,2005-05-17,SHIPPED,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium
10102,0.3626373626373627,1.0,2,0.3180858001848439,2003-01-10,SHIPPED,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,EMEA,Frick,Michael,Medium
10111,0.29670329670329676,0.9953501094091903,6,0.2063611572076964,2003-03-25,SHIPPED,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,28034,USA,EMEA,Murphy,Julie,Medium
10125,0.28571428571428575,1.0,1,0.20385686881602155,2003-05-21,SHIPPED,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,0.27472527472527475,1.0,7,0.19872623922203833,2003-07-16,SHIPPED,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10149,0.4835164835164836,1.0,4,0.39890461278745826,2003-09-12,SHIPPED,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,EMEA,Taylor,Sue,Medium
